인증기업목록,,,,,,,,
,,,,,,,,
분류명,업체명,전화번호,기업주소,,,,,
[259] 건축용 실링재,동양실란트(주),063-832-9774,전라북도 익산시 석암로13길 33 (석암동),,,,,
[251] 접착제,동양에폭시(주),031-996-8822,경기도 김포시 통진읍 절골로127번길 123,,,,,
[250] 창호 및 창호부속품,동양이앤씨(주),053-382-5588,대구광역시 북구 검단공단로 58 (검단동),,,,,
[241] 페인트,동양케미칼,041-751-7372,충청남도 금산군 추부면 군북로 1322-35,,,,,
[722] 고무제품,동양케미칼Rubber,031-319-8381,"경기도 시흥시 옥구천서로93번길 45 309동 1호(정왕동, 시화공단1마)",,,,,
[246] 실내용 바닥 장식재,동양특수목재(주),051-262-5555,부산광역시 사하구 다대로 351-1 (장림동),,,,,
[248] 벽 및 천장 마감재,동양특수목재(주),051-262-5555,부산광역시 사하구 다대로 351-1 (장림동),,,,,
[608] 탈취제,동양특수목재(주),051-262-5555,부산광역시 사하구 다대로 351-1 (장림동),,,,,
[314] 직물·편물 원단 및 단순가공품,동우산업사,051-545-8152,"부산광역시 해운대구 반송로 859, A동 3층 301호(반송동)",,,,,
[721] 합성수지 제품,동우플라스틱(주),041-547-0034,충청남도 아산시 음봉면 연암율금로 237-23,,,,,
[745] 블록·타일·판재류,동원개발,064-764-8787,제주특별자치도 서귀포시 남원읍 중산간동로 6251,,,,,
[210] LED 등기구,동원라이팅,064-796-7446,"제주특별자치도 제주시 한림읍 누운오름로 184, 105동",,,,,
[321] 화장지,동원직업재활원,052-263-6634,울산광역시 울주군 두동면 천전각석길 11,,,,,
[246] 실내용 바닥 장식재,동위기업(주),031-637-0562,경기도 이천시 마장면 중부대로 7,,,,,
[250] 창호 및 창호부속품,동일유리(주),043-275-6161,충청북도 청주시 청원구 오창읍 두릉유리로 1315,,,,,
[746] 골재 및 미분말,동주산업환경(주),055-723-2766,경상남도 김해시 한림면 가동로 62-58,,,,,
[606] 포장재,동진기업(주),031-670-9941,경기도 안성시 미양면 제2공단3길 15,,,,,
[210] LED 등기구,동진전기조명(주),031-989-2471,"인천광역시 서구 석남로 121,4층(석남동)",,,,,
[766] 종량제 쓰레기 봉투,동해시장애인보호작업장,033-522-0994,"강원도 동해시 공단7로 31, 2층",,,,,
[727] 바이오매스 합성수지 제품,동해프라스틱,031-745-0561,경기도 성남시 중원구 갈마치로244번길 16 (상대원동),,,,,
[210] LED 등기구,동현전기공업(주),031-658-3136,"부산광역시 동래구 충렬대로, 413, 402호(안락동)",,,,,
[250] 창호 및 창호부속품,동호실업(주),041-935-4031,충청남도 보령시 주포면 관산길 42 (주포농공단지내),,,,,
[246] 실내용 바닥 장식재,동화기업(주),032-580-5233,인천광역시 서구 가정로97번길 28 (가좌동),,,,,
[248] 벽 및 천장 마감재,동화기업(주),032-580-5233,인천광역시 서구 가정로97번길 28 (가좌동),,,,,
[723] 목재 성형제품,동화기업(주),032-580-5233,인천광역시 서구 가정로97번길 28 (가좌동),,,,,
[241] 페인트,동화특수산업(주),031-451-6232,"경기도 군포시 고산로 166, 102동 12층 01호 (당정동, 에스케이벤티움)",,,,,
[245] 투수 콘크리트 제품,두성에코(주),031-533-1501,"경기도 남양주시 다산지금로76번길 31, 2층(지금동)",,,,,
[745] 블록·타일·판재류,두성에코(주),031-533-1501,"경기도 남양주시 다산지금로76번길 31, 2층(지금동)",,,,,
[307] 액상 세탁용 세제,두손,032-577-3760,"인천광역시 서구 가재울로32번길 28 (가좌동, 1층)",,,,,
[256] 장식용 인조피혁,두올,010-3834-6886,부산광역시 금정구 조리2길 26,,,,,
[241] 페인트,두정로드라인,031-992-0071,"강원도 속초시 번영로43번길 24-6, 2층(교동)",,,,,
[743] 무기성 토목·건축 자재,두제산업개발(주),043-269-3885,충청북도 청주시 서원구 남이면 저산척북로 542,,,,,
[746] 골재 및 미분말,두제산업개발(주),043-269-3885,충청북도 청주시 서원구 남이면 저산척북로 542,,,,,
[321] 화장지,드림제지,053-817-6756,경상북도 경산시 자인면 공단로 144-12,,,,,
[243] 보온·단열재,디비하우징(주),043-750-8890,충청북도 음성군 삼성면 덕정로125번길 27-19,,,,,
[221] 수도꼭지,디에스메탈,032-243-3737,인천광역시 서구 검단로188번길 41(오류동),,,,,
[225] 수도 계량기,디에스워터(DS Water),031-366-9822,경기도 화성시 주석로80번길 49-6 (북양동),,,,,
[210] LED 등기구,디엘테크,031-313-5351,경기도 시흥시 수인로 2774-1 2층,,,,,
[210] LED 등기구,디엠라이팅,031-761-3956,경기도 광주시 도척면 시어골길 71-25,,,,,
[305] 다목적 세정제,디와이씨,02-6295-3460,경기도 광주시 도척면 마도로 168,,,,,
[250] 창호 및 창호부속품,디자인(주),041-631-3069,충청남도 홍성군 홍성읍 문화로 46,,,,,
[242] 벽지,디자인벽지(주),041-552-6081,충청남도 천안시 동남구 동면 동산행암길 265,,,,,
[210] LED 등기구,디지엘시스템(주),070-4647-1110,"서울특별시 구로구 경인로 579-1, 2층 7호(신도림동, 안성빌딩)",,,,,
[246] 실내용 바닥 장식재,떼카코리아(주),02-486-2633,경기도 하남시 초광로46번길 52-3 (광암동),,,,,
[210] LED 등기구,라온라이팅,031-364-8010,"충청북도 청주시 상당구 상당로 136-1, 2층 1호",,,,,
[257] 인조 잔디 및 인조 잔디 구성 부품,라운드원코리아(주),02-534-4755,"경기도 과천시 중앙로 405, 3층 (과천동)",,,,,
[210] LED 등기구,라이네트,041-854-8779,충청남도 공주시 정안면 차령로 3379-8 라이네트,,,,,
[303] 주방용 세제,라이온코리아(주),032-881-2802,인천광역시 중구 서해대로140번길 23 (신흥동3가),,,,,
[743] 무기성 토목·건축 자재,라인리사이클(주),054-843-9920,경상북도 안동시 남후면 농공길 57,,,,,
[249] 층간 소음 방지재,래오케미칼(주),043-882-3901,충청북도 음성군 감곡면 오갑길192번길 27,,,,,
[721] 합성수지 제품,래토번,061-335-9774,전라남도 나주시 동수농공단지길 89-1,,,,,
[250] 창호 및 창호부속품,럭키산업(주),031-768-1724,경기도 광주시 오포읍 오포로 267,,,,,
[210] LED 등기구,레이져라이팅(주),031-223-5647,경기도 수원시 권선구 산업로156번길 88-47,,,,,
[225] 수도 계량기,레지디오(주),02-300-2900,"서울특별시 마포구 월드컵북로 434, 7층(상암동, 상암IT Tower)",,,,,
[142] 프린터,렉스마크에스에이코리아(유),02-2189-6800,"서울특별시 마포구 양화로 147, 6층(동교동)",,,,,
[210] LED 등기구,로드라이트,055-237-8774,"경상남도 창원시 의창구 사화로 210, 305호 (팔용동, 제3아파트형공장)",,,,,
[257] 인조 잔디 및 인조 잔디 구성 부품,로보랜드(주),063-242-9403,"전라남도 여수시 쌍봉로 140, 1층 1호(신기동)",,,,,
[221] 수도꼭지,로얄앤컴퍼니(주),070-7464-8082,경기도 화성시 팔탄면 시청로 895-20 1층,,,,,
[222] 샤워헤드 및 수도꼭지 절수 부속,로얄앤컴퍼니(주),070-7464-8082,경기도 화성시 팔탄면 시청로 895-20 1층,,,,,
[223] 대변기,로얄앤컴퍼니(주),070-7464-8082,경기도 화성시 팔탄면 시청로 895-20 1층,,,,,
[228] 소변기,로얄앤컴퍼니(주),070-7464-8082,경기도 화성시 팔탄면 시청로 895-20 1층,,,,,
[606] 포장재,롯데알미늄(주)생활용품부문,02-801-8232,"서울특별시 금천구 벚꽃로 104, 12층 (독산동, 금천롯데타워)",,,,,
[727] 바이오매스 합성수지 제품,롯데알미늄(주)생활용품부문,02-801-8232,"서울특별시 금천구 벚꽃로 104, 12층 (독산동, 금천롯데타워)",,,,,
[727] 바이오매스 합성수지 제품,롯데케미칼(주),02-829-4114,"서울특별시 송파구 올림픽로 300(신천동, 롯데월드타워)",,,,,
[210] LED 등기구,루넥스(주),053-782-2017,"대구광역시 달서구 성서공단로50길 9, 1층(월암동)",,,,,
[209] 일반조명용 LED 램프,루멘전광(주),032-583-0511,인천광역시 계양구 서운산단로1길 63,,,,,
[210] LED 등기구,루멘전광(주),032-583-0511,인천광역시 계양구 서운산단로1길 63,,,,,
[210] LED 등기구,루미컴(주),063-211-3223,전라북도 전주시 덕진구 상리1길 46 (팔복동2가),,,,,
[210] LED 등기구,룩스텍,054-464-1172,경상북도 구미시 산호대로 363,,,,,
[210] LED 등기구,룩스플랜(주),032-556-6612,"인천광역시 미추홀구 석정로301번길 73 (도화동, 4층)",,,,,
[102] 사무용지,리드릭,02-3667-4945,서울특별시 영등포구 양산로 96(당산동2가),,,,,
[724] 생분해성 수지 제품,리드원테크,031-945-0537,경기도 파주시 광탄면 보광로1100번길 19-19,,,,,
[251] 접착제,리빙화학(주),055-785-3315,경상남도 양산시 상북면 소토2길 17,,,,,
[241] 페인트,리싸이클(주),031-901-8184,"경기도 고양시 일산동구 호수로 646-30, 601호(장항동,신풍플로스타)",,,,,
[261] 가스 보일러,린나이코리아(주),032-570-8300,인천광역시 부평구 백범로577번길 48 (십정동),,,,,
[304] 업소용 식기세척기용 세제,린나이코리아(주),032-570-8300,인천광역시 부평구 백범로577번길 48 (십정동),,,,,
[491] 가정용 가스레인지,린나이코리아(주),032-570-8300,인천광역시 부평구 백범로577번길 48 (십정동),,,,,
[222] 샤워헤드 및 수도꼭지 절수 부속,마리에뜨(주),031-296-0513,"경기도 수원시 권선구 수성로 8, 102호 (구운동)",,,,,
[241] 페인트,마샬코리아(주),070-5147-5679,"경상남도 밀양시 교동로 26, 3층(교동)",,,,,
[101] 인쇄용지,만승자립원,053-986-3080,대구광역시 동구 팔공산로 225 (덕곡동),,,,,
[102] 사무용지,만승자립원,053-986-3080,대구광역시 동구 팔공산로 225 (덕곡동),,,,,
[304] 업소용 식기세척기용 세제,말표산업(주),032-811-6671,경기도 김포시 양촌읍 학운산단2로 53-15,,,,,
[305] 다목적 세정제,말표산업(주),032-811-6671,경기도 김포시 양촌읍 학운산단2로 53-15,,,,,
[605] 산업용 세정제,말표산업(주),032-811-6671,경기도 김포시 양촌읍 학운산단2로 53-15,,,,,
[721] 합성수지 제품,매직코리아,031-493-3122,"경기도 안산시 단원구 해봉로330번길 8 (신길동, 정우벤처1차 401호)",,,,,
[210] LED 등기구,맥스웰테크(주),070-8831-0510,전라북도 군산시 임피면 동군산로 810-19,,,,,
[210] LED 등기구,메를로랩(주),02-862-1700,"서울특별시 금천구 디지털로9길 68, 2002호,2003호,2004호,2005호(가산동, 대륭포스트타워 5차)",,,,,
[321] 화장지,메이플제지(주),041-333-9300,충청남도 예산군 예산읍 예산산업단지로 67-12,,,,,
[243] 보온·단열재,명일폼(주),054-931-3912,경상북도 성주군 성주읍 성주산업단지로 23,,,,,
[241] 페인트,명진에코(주),02-6269-0089,"서울특별시 금천구 가산디지털1로 233, 1203호,1204호(가산동,에이스하이엔드타워9차)",,,,,
[251] 접착제,명진화학(주),043-760-7828,충청북도 괴산군 괴산읍 대제산단1길 92,,,,,
[174] 사무용 칸막이,명품하이센스,055-587-9150,경상남도 함안군 칠북면 북원로 229,,,,,
[723] 목재 성형제품,모던,031-998-1705,경기도 김포시 통진읍 절골로 78,,,,,
[265] 발광다이오드 전광판,모루시스템(주),031-687-5711,"경기도 군포시 고산로 166, 101동 402호 (당정동, SK벤티움)",,,,,
[259] 건축용 실링재,모멘티브퍼포먼스머티리얼스코리아(주),02-6201-4600,경기도 화성시 삼성1로3길 42 (석우동),,,,,
[723] 목재 성형제품,모아큐비클,031-997-0447,경기도 김포시 대곶면 학의동로34번길 60,,,,,
[746] 골재 및 미분말,모현석산(주),031-322-1616,경기도 광주시 오포읍 문현로 91-44,,,,,
[241] 페인트,목본산업,055-383-9100,경상남도 양산시 유산공단3길 29-20,,,,,
[246] 실내용 바닥 장식재,목일목재(주),032-575-5461,인천광역시 서구 보도진로30번길 6 (가좌동),,,,,
[101] 인쇄용지,무림페이퍼(주)서울사무소,02-3485-1625,서울특별시 강남구 강남대로 656 (신사동),,,,,
[103] 종이 점착테이프 및 종이 점착시트,무림페이퍼(주)서울사무소,02-3485-1625,서울특별시 강남구 강남대로 656 (신사동),,,,,
[251] 접착제,무지개풀,031-298-2300,경기도 수원시 권선구 금호로 115(구운동),,,,,
[248] 벽 및 천장 마감재,무한디자인(주),053-638-9090,"대구광역시 남구 두류공원로12길 35-1, 1층(대명동)",,,,,
[107] 문서파일류,문화산업(주),031-864-2227,경기도 양주시 남면 현석로785번길 290-104,,,,,
[744] 슬래그 가공 제품,문화콘크리트,055-574-8558,경상남도 의령군 봉수면 한지18길 12-9,,,,,
[724] 생분해성 수지 제품,미광포리팩,070-8847-1526,경기도 포천시 가산면 방산길 105-14,,,,,
[724] 생분해성 수지 제품,미라코리아,051-522-9200,부산광역시 기장군 정관읍 용수공단1길 8,,,,,
[250] 창호 및 창호부속품,미래건설산업(주),041-668-5542,충청남도 서산시 잠동1길 12 (잠홍동),,,,,
[172] 가구,미래산업,055-533-0028,경상남도 창녕군 창녕읍 환곡어도로 26,,,,,
[177] 학생용 책상 및 의자,미래산업,055-533-0028,경상남도 창녕군 창녕읍 환곡어도로 26,,,,,
[321] 화장지,미래생활(주),043-239-1200,세종특별자치시 부강면 연청로 1147-1,,,,,
[210] LED 등기구,미래조명,070-4870-1829,"충청북도 음성군 삼성면 대성로380번길 108-5, 라동",,,,,
[321] 화장지,미래특수제지(주),070-4348-0736,충청북도 청주시 서원구 남이면 대림로 81,,,,,
[241] 페인트,미래피앤씨(주),043-537-1577,충청북도 진천군 덕산면 신척서길 36,,,,,
[721] 합성수지 제품,미래화학(주),041-582-6900,충청남도 천안시 서북구 입장면 섶머리1길 219,,,,,
[250] 창호 및 창호부속품,미르이앤씨(주),051-728-7758,부산광역시 기장군 정관읍 산단4로 68,,,,,
[721] 합성수지 제품,미문산업,02-482-0936,경기도 파주시 파주읍 술이홀로 33 (2동),,,,,
[209] 일반조명용 LED 램프,미미라이팅(주),032-582-0922,"인천광역시 계양구 서운산단로1길 63, 2층(서운동)",,,,,
[210] LED 등기구,미미라이팅(주),032-582-0922,"인천광역시 계양구 서운산단로1길 63, 2층(서운동)",,,,,
[304] 업소용 식기세척기용 세제,미아물산(주),031-836-3228,경기도 양주시 광적면 그루고개로 22,,,,,
[222] 샤워헤드 및 수도꼭지 절수 부속,미일화학,031-982-1246,경기도 김포시 대곶면 종생로 199-8,,,,,
[744] 슬래그 가공 제품,미주강화(주),02-475-1736,경기도 광주시 곤지암읍 새재길 145,,,,,
[607] 수처리제,미주엔비켐(주),02-821-7616,인천광역시 남동구 함박뫼로318번길 30 (논현동),,,,,
[724] 생분해성 수지 제품,미코텍,031-535-5628,경기도 포천시 군내면 좌의길 113 .,,,,,
[251] 접착제,믿음코리아,031-923-4457,"경기도 고양시 일산동구 은마길 31-65, 라,마동",,,,,
[172] 가구,바네스(vanes),031-544-1116,경기도 포천시 가산면 선마로 160,,,,,
[724] 생분해성 수지 제품,바덱코리아,070-8810-0302,"서울특별시 관악구 신원로 35, 1207호(신림동)",,,,,
[724] 생분해성 수지 제품,바이오엠제이팩,031-987-7605,"경기도 김포시 대곶면 대곶남로 171, 다동",,,,,
[727] 바이오매스 합성수지 제품,바이오엠제이팩,031-987-7605,"경기도 김포시 대곶면 대곶남로 171, 다동",,,,,
[605] 산업용 세정제,바이켐(주),031-493-9451,충청남도 예산군 삽교읍 산단2길 53,,,,,
[210] LED 등기구,반올림보호작업장,031-5175-4430,"경기도 하남시 조정대로 35, B2층 FB208,209,210,211호(풍산동, 미사 하우스디 엘타워)",,,,,
[265] 발광다이오드 전광판,반올림보호작업장,031-5175-4430,"경기도 하남시 조정대로 35, B2층 FB208,209,210,211호(풍산동, 미사 하우스디 엘타워)",,,,,
[321] 화장지,반올림보호작업장,031-5175-4430,"경기도 하남시 조정대로 35, B2층 FB208,209,210,211호(풍산동, 미사 하우스디 엘타워)",,,,,
[241] 페인트,방수나라,02-2295-8117,경기도 하남시 서하남로47번길 214-15,,,,,
[210] LED 등기구,백운조명,052-222-8031,울산광역시 울주군 웅촌면 웅촌로 91,,,,,
[743] 무기성 토목·건축 자재,백진환경(합),061-742-6701,전라남도 순천시 대룡길 10 (대룡동),,,,,
[746] 골재 및 미분말,백진환경(합),061-742-6701,전라남도 순천시 대룡길 10 (대룡동),,,,,
[606] 포장재,번창케미칼,055-346-6442,경상남도 김해시 한림면 용덕로237번길 92-21,,,,,
[611] 윤활유,범우화학공업(주),031-497-8171,"경기도 시흥시 옥구천서로131번길 41 (정왕동,시화공단 1라601-2)",,,,,
[223] 대변기,범한공업(주),02-3444-4790,인천광역시 미추홀구 염전로 344 (주안동),,,,,
[172] 가구,베스띠아(주),02-790-0381,"서울특별시 영등포구 당산로41길 11, 이702호(당산동4가,당산에스케이브이1센터)",,,,,
[605] 산업용 세정제,벡스인터코퍼레이션(주),02-571-4040,"서울특별시 서초구 바우뫼로27길 7-15 (양재동, 범명빌딩 3층)",,,,,
[744] 슬래그 가공 제품,벤처환경개발(주),051-319-1161,"부산광역시 사상구 괘감로 37, 10-225 (괘법동,산업유통상가)",,,,,
[766] 종량제 쓰레기 봉투,벧엘비닐화학,042-544-8880,대전광역시 유성구 진잠로124번길 5-22,,,,,
[241] 페인트,벽산페인트(주),02-6958-3940,"서울특별시 금천구 가산디지털1로 219, 904 (가산동, 벽산디지털밸리6차)",,,,,
[726] 목재.합성수지 복합 성형 제품,벽진산업(주),055-587-5666,"경상남도 창원시 의창구 사림로 47,311호 (사림동, 사림프라자)",,,,,
[102] 사무용지,보람근로원,043-214-2271,"충청북도 청주시 청원구 북이면 충청대로 1205, 1층",,,,,
[104] 토너카트리지,보람아이티에스(주),02-2635-9036,"서울특별시 영등포구 선유로33길 15, 6층 602호(양평동3가, 에이스테크노타워)",,,,,
[210] LED 등기구,보령기전(주),033-481-9041,강원도 양구군 양구읍 농공단지길 16-3,,,,,
[254] 장식용 섬유 제품,보령텍스타일,031-969-5577,경기도 고양시 일산동구 공릉천로71번길 38-31 (사리현동),,,,,
[746] 골재 및 미분말,보령해운개발(주),041-931-7291,충청남도 보령시 주교면 토정로 1047-166,,,,,
[606] 포장재,보림실업(주),042-631-8820,대전광역시 대덕구 대전로1387번길 11 (읍내동),,,,,
[724] 생분해성 수지 제품,보림포장산업,010-8268-4466,경상북도 칠곡군 지천면 신동로5길 29,,,,,
[250] 창호 및 창호부속품,보성윈도우(WINDOW),010-8586-9850,"제주특별자치도 서귀포시 월라봉로 27, 1층(신효동)",,,,,
[721] 합성수지 제품,보성포리테크(주),061-857-9900,전라남도 순천시 하인제길 22 (남정동),,,,,
[243] 보온·단열재,보승산업(주),02-783-2371,서울특별시 영등포구 국제금융로8길 19 (여의도동),,,,,
[742] 주물용 동 합금,보영금속(주),031-432-1120,"경기도 안산시 단원구 번영로32번길 21,319호(성곡동, 시화공단4바)",,,,,
[743] 무기성 토목·건축 자재,보은아스콘(주),043-543-9017,충청북도 보은군 보은읍 둔덕수정로 350,,,,,
[210] LED 등기구,보타리에너지(주),064-747-8826,"제주특별자치도 제주시 애월읍 녹근로 130, 1층",,,,,
[606] 포장재,본에프디(주),1644-6288,경기도 용인시 처인구 포곡읍 옥현로 31,,,,,
[766] 종량제 쓰레기 봉투,봉일화학(주),051-322-0011,부산광역시 사상구 대동로193번길 39 (학장동),,,,,
[225] 수도 계량기,부경수도(주),070-8722-5501,부산광역시 동래구 명장로22번길 74-3 (명장동),,,,,
[721] 합성수지 제품,부경수도(주),070-8722-5501,부산광역시 동래구 명장로22번길 74-3 (명장동),,,,,
[724] 생분해성 수지 제품,부경프라스틱(주),055-343-1111,경상남도 김해시 진례면 고모로 644,,,,,
[766] 종량제 쓰레기 봉투,부경프라스틱(주),055-343-1111,경상남도 김해시 진례면 고모로 644,,,,,
[241] 페인트,부광화학공업(주),051-831-5111,부산광역시 강서구 녹산산단262로13번길 41(송정동),,,,,
[311] 의류,부림산업,010-2841-4424,경상남도 김해시 김해대로2567번길 67-1 (어방동),,,,,
[321] 화장지,부림제지(주),02-2299-2771,경기도 이천시 백사면 이여로253번길 33-65,,,,,
[103] 종이 점착테이프 및 종이 점착시트,부성산업(주),031-847-0008,경기도 포천시 가산면 우현로 69,,,,,
[743] 무기성 토목·건축 자재,부여아스콘(유),041-832-0761,충청남도 부여군 초촌면 응신길 280,,,,,
[727] 바이오매스 합성수지 제품,부원KH,031-543-1171,경기도 포천시 소흘읍 응골길 18-20,,,,,
[243] 보온·단열재,부원화학(주),043-532-3611,충청북도 진천군 덕산면 신척산단로 323,,,,,
[743] 무기성 토목·건축 자재,부일산업개발(주),055-365-1026,경상남도 양산시 신덕계1길 24 (덕계동),,,,,
[766] 종량제 쓰레기 봉투,부천시장애인직업재활시설,032-671-2500,경기도 부천시 부천로 342(도당동),,,,,
[243] 보온·단열재,부현아이비(주),055-800-8180,경상남도 함안군 대산면 평림1길 110,,,,,
[745] 블록·타일·판재류,부흥콘크리트(주),054-861-6188,경상북도 의성군 다인면 가원농공길 26,,,,,
[246] 실내용 바닥 장식재,불광목재(주),055-323-2704,경상남도 김해시 생림면 생림대로669번길 11,,,,,
[174] 사무용 칸막이,뷰로맥스(주),031-957-7912,경기도 파주시 탄현면 한록산길 26,,,,,
[104] 토너카트리지,브라더인터내셔널코리아(주),02-572-4362,"서울특별시 강남구 테헤란로70길 16, 7층 (대치동, 동산빌딩)",,,,,
[142] 프린터,브라더인터내셔널코리아(주),02-572-4362,"서울특별시 강남구 테헤란로70길 16, 7층 (대치동, 동산빌딩)",,,,,
[262] 히트펌프 시스템,브이피케이(주),031-442-7447,"경기도 안산시 단원구 엠티브이5로18번길 11, 506호 (목내동, 시화MTV 7사)",,,,,
[322] 방향제,블루그린,02-461-7389,"서울특별시 성동구 아차산로7나길 18, 709호 (성수동2가, 성수에이펙센터)",,,,,
[221] 수도꼭지,블루에이션(주),031-997-8551,경기도 김포시 하성면 월하로 959-24,,,,,
[766] 종량제 쓰레기 봉투,비손비닐,053-818-6792,경상북도 경산시 압량읍 강서길 39-5,,,,,
[509] 자동차용 창유리 세정액,비손케미칼(주),031-925-0101,"경기도 시흥시 군자천로185번길 36 (정왕동, 시화단지2다308호)",,,,,
[257] 인조 잔디 및 인조 잔디 구성 부품,비아이랜드(주),043-642-0103,충청북도 제천시 제2바이오밸리로7길 30(왕암동),,,,,
[241] 페인트,비엔철강(주),055-370-6560,부산광역시 금정구 중앙대로 1817 (구서동),,,,,
[721] 합성수지 제품,비엘텍코리아(주),02-722-0760,"서울특별시 영등포구 경인로 775 (문래동3가, 에이스하이테크시티 1동 1607 호, 1608 호)",,,,,
[228] 소변기,비오린(주),02-6677-3211,"서울특별시 용산구 유엔빌리지길 200-1 (한남동, 유엔빌리지 85호)",,,,,
[223] 대변기,빈센트 글로벌,010-4301-0635,"경기도 안산시 단원구 정왕천동로94번길 29, 1층 204호 (시화공단 4마202호) (성곡동)",,,,,
[241] 페인트,빌드켐(주),041-858-1160,충청남도 공주시 우성면 보흥1길 116-36(우성농공단지),,,,,
[303] 주방용 세제,빛과둥지,031-405-0957,경기도 안산시 상록구 시낭공원안길 19 (부곡동),,,,,
[265] 발광다이오드 전광판,빛샘전자(주),031-288-3457,경기도 용인시 기흥구 언동로 53-11 (청덕동),,,,,
[144] 개인용 컴퓨터,사단법인 한국사회적일자리개발원,031-705-9792,"경기도 수원시 영통구 매영로238번길 21, 5층, 501호 (원천동)",,,,,
[101] 인쇄용지,사복)신애재활원신애직업재활원,051-902-9128,부산광역시 부산진구 성지로62번길 40 (초읍동),,,,,
[102] 사무용지,사복)신애재활원신애직업재활원,051-902-9128,부산광역시 부산진구 성지로62번길 40 (초읍동),,,,,
[107] 문서파일류,사복)신애재활원신애직업재활원,051-902-9128,부산광역시 부산진구 성지로62번길 40 (초읍동),,,,,
[210] LED 등기구,사회복지법인 성만원,031-334-0005,경기도 용인시 처인구 백암면 죽양대로912번길 78,,,,,
[210] LED 등기구,사회복지법인 인정재단 인정재활관,032-574-0457,"인천광역시 서구 서달로123번안길 24, 1층,2층 (석남동)",,,,,
[321] 화장지,사회복지법인 인정재단 인정재활관,032-574-0457,"인천광역시 서구 서달로123번안길 24, 1층,2층 (석남동)",,,,,
[104] 토너카트리지,사회복지법인가나안복지재단가나안근로복지관,031-701-0543,경기도 성남시 분당구 야탑로 225,,,,,
[101] 인쇄용지,사회복지법인동방사회복지회 (동방재활근로복지관),031-652-2315,경기도 평택시 소사1길 33 (소사동),,,,,
[606] 포장재,사회복지법인동암,063-225-4444,전라북도 전주시 완산구 팔달로 146 (전동),,,,,
[321] 화장지,사회복지법인두리,041-664-2068,충청남도 서산시 음암면 황금터길 201,,,,,
[321] 화장지,사회복지법인아그네스복지재단행복(주),055-271-1871,경상남도 창원시 마산합포구 진북면 의림로 312,,,,,
[210] LED 등기구,사회복지법인양혜원양혜근로작업장,031-637-2486,경기도 이천시 부발읍 가좌로103번길 63 (양혜원),,,,,
[766] 종량제 쓰레기 봉투,사회복지법인에덴복지재단에덴하우스,031-946-7030,경기도 파주시 소라지로195번길 47-30 (신촌동),,,,,
[303] 주방용 세제,사회복지법인에덴복지재단형원,070-4369-7002,경기도 파주시 소라지로195번길 47-20 (신촌동),,,,,
[172] 가구,사회복지법인주내자육원,031-959-7015,경기도 파주시 법원읍 술이홀로1333번길 69,,,,,
[483] 침대,사회복지법인주내자육원,031-959-7015,경기도 파주시 법원읍 술이홀로1333번길 69,,,,,
[321] 화장지,사회복지법인천주교청주교구사회복지회프란치스코의집,043-295-2515,"충청북도 청주시 서원구 남지로21번길 66 (미평동, 프란치스코의집)",,,,,
[265] 발광다이오드 전광판,사회적협동조합 어우리,031-362-5727,"경기도 시흥시 공단1대로 341, 7층 716호 (정왕동, 코포모테크노센터2)",,,,,
[101] 인쇄용지,사회적협동조합 일원,032-551-1650,인천광역시 계양구 아나지로 45 (효성동),,,,,
[102] 사무용지,사회적협동조합 일원,032-551-1650,인천광역시 계양구 아나지로 45 (효성동),,,,,
[210] LED 등기구,사회적협동조합푸른하늘,031-767-1825,경기도 용인시 처인구 원삼면 백원로262번길 46,,,,,
[246] 실내용 바닥 장식재,산들마루(주),032-572-3627,"인천광역시 서구 북항로32번안길 111, 1층 (원창동)",,,,,
[746] 골재 및 미분말,산양환경산업(주),031-861-2285,경기도 양주시 은현면 그루고개로 403-34,,,,,
[743] 무기성 토목·건축 자재,삼강아스콘(주),041-585-6107,충청남도 천안시 서북구 입장면 도림길 70,,,,,
[172] 가구,삼광기업(주),031-935-6545,"경기도 파주시 문산읍 사임당로365번길 23 (가동,나동)",,,,,
[172] 가구,삼광산업(주),031-437-0611,경기도 안산시 상록구 용담로 97 (팔곡이동),,,,,
[175] 의자,삼광산업(주),031-437-0611,경기도 안산시 상록구 용담로 97 (팔곡이동),,,,,
[607] 수처리제,삼구화학공업(주),031-492-1735,경기도 안산시 단원구 신원로133번길 23 (성곡동),,,,,
[315] 침구류,삼덕상공(주),02-775-3811,서울특별시 중구 퇴계로12길 49 (회현동1가),,,,,
[172] 가구,삼미산업,051-831-5981,부산광역시 강서구 녹산산업북로 348,,,,,
[246] 실내용 바닥 장식재,삼미산업,051-831-5981,부산광역시 강서구 녹산산업북로 348,,,,,
[314] 직물·편물 원단 및 단순가공품,삼부산업(주),031-767-3744,경기도 광주시 옥토골길 33-44 (태전동),,,,,
[743] 무기성 토목·건축 자재,삼부아스콘(주),064-784-7603,제주특별자치도 제주시 구좌읍 북촌12길 176,,,,,
[743] 무기성 토목·건축 자재,삼삼환경(주),055-745-3327,"경상남도 진주시 대곡면 남강로 2286, 1층",,,,,
[225] 수도 계량기,삼성계기공업,031-459-0674,경기도 군포시 당정로 68 (당정동),,,,,
[251] 접착제,삼성산업,031-366-5059,경기도 화성시 팔탄면 온천로 437-19,,,,,
